id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group
1808,36.4,2011-05-09,unknown,1,CES,34.986760242085374,-7.919086835787244,Kwa Mama,7,Lake Victoria,B,Morogoro,22,7,Moshi,Moshono,128,True,GeoData Consultants Ltd,vwc,Scheme A,False,2000,motorpump,submersible,rope pump,private operator,unknown,other,pay per bucket,salty,good,enough,dry,shallow well,rainwater harvesting,unknown,dam,improved spring
1809,357.8,2011-01-26,World Bank,767,DWE,33.79653383010597,-7.254875871700976,Kwa Hassan,6,Wami/Ruvu,B,Dar es Salaam,2,8,Arusha DC,Kijitonyama,416,True,GeoData Consultants Ltd,water board,unknown,False,0,handpump,submersible,motorpump,user-group,commercial,pay per bucket,never pay,unknown,unknown,dry,dry,rainwater harvesting,rainwater harvesting,unknown,dam,communal standpipe
1810,53.5,2012-11-24,World Bank,72,WE,39.849262142814155,-2.0406579072992113,Kwa Mzee,7,Lake Nyasa,C,Morogoro,2,8,Kinondoni,Kijitonyama,36,False,GeoData Consultants Ltd,vwc,unknown,False,0,rope pump,submersible,submersible,user-group,user-group,never pay,monthly,fluoride,bad,seasonal,enough,borehole,shallow well,groundwater,communal standpipe,communal standpipe
1811,283.1,2011-10-25,Private,559,unknown,33.50392976832065,-4.988177165731731,Kwa Mama,3,Wami/Ruvu,C,Arusha,17,7,Hai,Machame Uroki,261,True,GeoData Consultants Ltd,vwc,unknown,True,1980,gravity,handpump,rope pump,user-group,unknown,other,other,soft,good,enough,insufficient,shallow well,shallow well,surface,dam,communal standpipe
1812,296.5,2013-02-26,unknown,365,unknown,36.84481277157975,-0.8433988231693981,Kwa Mama,3,Pangani,B,Kilimanjaro,15,4,Kinondoni,Kijitonyama,145,False,GeoData Consultants Ltd,private operator,Scheme A,True,1990,handpump,handpump,gravity,water board,unknown,never pay,other,unknown,good,enough,enough,spring,shallow well,unknown,improved spring,dam
1813,174.6,2011-05-05,Private,0,DWE,34.168066683251745,-2.4185788181960763,Kwa Mzee,8,Lake Nyasa,A,Mwanza,27,5,Ilala,Moshono,198,False,GeoData Consultants Ltd,water board,Scheme B,True,0,rope pump,gravity,motorpump,private operator,commercial,monthly,pay per bucket,unknown,unknown,seasonal,dry,shallow well,spring,surface,improved spring,communal standpipe
1814,1286.1,2011-02-26,Germany,493,unknown,35.432660765176415,-9.464714687461889,Kwa Mama,6,Wami/Ruvu,C,Mwanza,9,8,Moshi,Kilimanjaro Central,0,True,GeoData Consultants Ltd,user-group,Scheme B,True,0,rope pump,submersible,submersible,vwc,unknown,monthly,monthly,salty,good,enough,dry,rainwater harvesting,shallow well,groundwater,communal standpipe,hand pump
1815,179.7,2012-08-01,Government,1500,WE,38.48937739692774,-2.629260440030185,unknown,9,Ruvuma,B,Dar es Salaam,16,4,Hai,Moshono,288,False,GeoData Consultants Ltd,user-group,Scheme A,False,2010,handpump,rope pump,motorpump,user-group,commercial,never pay,monthly,fluoride,bad,insufficient,insufficient,rainwater harvesting,shallow well,groundwater,dam,communal standpipe
1816,325.2,2013-04-16,World Bank,0,WE,30.946186052900465,-11.463967520135844,Kwa Mama,2,Ruvuma,A,Kilimanjaro,24,6,Kinondoni,Kilimanjaro Central,187,False,GeoData Consultants Ltd,water board,unknown,False,2010,motorpump,rope pump,gravity,vwc,unknown,pay per bucket,never pay,fluoride,unknown,seasonal,enough,spring,spring,groundwater,dam,dam
1817,120.2,2013-04-07,Private,1114,unknown,38.82313622159138,-5.55406764921783,Kwa Hassan,2,Pangani,C,Morogoro,12,2,Moshi,Moshono,94,False,GeoData Consultants Ltd,water board,Scheme B,True,2000,handpump,gravity,rope pump,water board,commercial,other,pay per bucket,fluoride,bad,seasonal,seasonal,spring,spring,surface,communal standpipe,communal standpipe
1818,34.6,2011-03-27,World Bank,627,CES,33.391407943509684,-9.650267571714789,Kwa Mama,6,Pangani,C,Mwanza,18,8,Ilala,Sinza,313,False,GeoData Consultants Ltd,water board,Scheme B,False,1990,motorpump,gravity,rope pump,vwc,user-group,never pay,monthly,soft,unknown,dry,enough,shallow well,shallow well,groundwater,improved spring,communal standpipe
1819,157.6,2011-08-26,World Bank,211,CES,39.21437636684937,-3.133052045044483,Kwa Mzee,5,Ruvuma,D,Morogoro,23,3,Moshi,Sinza,48,False,GeoData Consultants Ltd,user-group,unknown,True,1980,gravity,submersible,gravity,private operator,user-group,monthly,other,fluoride,bad,enough,seasonal,borehole,rainwater harvesting,surface,hand pump,dam
1820,201.1,2012-04-04,World Bank,0,CES,32.508463244576575,-8.071888171664739,unknown,3,Lake Tanganyika,D,Mwanza,14,8,Kinondoni,Machame Uroki,43,True,GeoData Consultants Ltd,water board,unknown,True,1980,rope pump,submersible,motorpump,vwc,unknown,monthly,never pay,fluoride,good,seasonal,seasonal,spring,shallow well,unknown,dam,communal standpipe
1821,72.4,2012-06-22,Private,935,WE,35.7541951123182,-4.035395826397407,Kwa Mzee,0,Wami/Ruvu,B,Mwanza,18,4,Kinondoni,Sinza,105,False,GeoData Consultants Ltd,user-group,Scheme A,True,2000,submersible,gravity,motorpump,user-group,commercial,never pay,pay per bucket,milky,good,seasonal,dry,borehole,shallow well,surface,dam,hand pump
1822,595.1,2011-03-05,unknown,743,WE,36.520938745497716,-0.17142307347894814,Kwa Mzee,6,Pangani,B,Morogoro,28,7,Arusha DC,Kijitonyama,187,True,GeoData Consultants Ltd,vwc,Scheme B,True,2010,handpump,gravity,handpump,water board,user-group,pay per bucket,pay per bucket,milky,unknown,enough,insufficient,borehole,spring,groundwater,improved spring,hand pump
1823,44.6,2012-11-17,World Bank,411,DWE,38.54525371855653,-3.291101538117845,Kwa Mzee,4,Pangani,B,Kilimanjaro,15,7,Ilala,Moshono,52,False,GeoData Consultants Ltd,user-group,Scheme B,True,2010,gravity,handpump,submersible,private operator,unknown,pay per bucket,never pay,soft,bad,enough,seasonal,borehole,rainwater harvesting,groundwater,dam,hand pump
1824,123.1,2011-05-03,unknown,1676,unknown,29.13714873760973,-9.354538330412536,Kwa Hassan,7,Lake Victoria,C,Arusha,28,4,Ilala,Kijitonyama,488,True,GeoData Consultants Ltd,water board,Scheme A,True,2010,handpump,motorpump,handpump,vwc,user-group,other,pay per bucket,unknown,bad,insufficient,dry,spring,borehole,groundwater,dam,improved spring
1825,120.2,2011-05-05,World Bank,133,WE,34.37545883774877,-5.213101704968681,unknown,6,Wami/Ruvu,C,Morogoro,4,6,Moshi,Machame Uroki,280,False,GeoData Consultants Ltd,water board,unknown,False,0,gravity,rope pump,motorpump,water board,user-group,never pay,other,soft,good,dry,insufficient,spring,spring,groundwater,dam,communal standpipe
1826,108.9,2013-09-10,Government,802,unknown,34.8539098719707,-11.272651580140714,Kwa Mama,6,Wami/Ruvu,A,Arusha,12,6,Temeke,Moshono,454,True,GeoData Consultants Ltd,private operator,Scheme B,False,0,motorpump,submersible,rope pump,vwc,commercial,other,pay per bucket,salty,unknown,dry,dry,spring,rainwater harvesting,unknown,hand pump,communal standpipe
1827,221.9,2012-12-09,Government,497,DWE,30.42563501328475,-3.9523952701102854,Kwa Mzee,4,Lake Tanganyika,D,Dar es Salaam,10,7,Kinondoni,Machame Uroki,219,True,GeoData Consultants Ltd,vwc,unknown,False,1980,submersible,submersible,gravity,private operator,commercial,monthly,pay per bucket,soft,bad,seasonal,dry,borehole,borehole,groundwater,communal standpipe,hand pump
1828,622.6,2013-01-16,unknown,0,unknown,32.71084395598242,-7.98309656350569,unknown,5,Lake Victoria,D,Dodoma,17,7,Hai,Moshono,495,True,GeoData Consultants Ltd,private operator,unknown,False,2010,rope pump,motorpump,motorpump,water board,user-group,monthly,never pay,salty,good,insufficient,insufficient,spring,spring,unknown,communal standpipe,communal standpipe
1829,252.7,2012-06-11,World Bank,94,DWE,31.330933681308526,-7.464754050198997,Kwa Mama,3,Lake Victoria,A,Dar es Salaam,6,8,Temeke,Sinza,1,False,GeoData Consultants Ltd,private operator,unknown,False,0,gravity,handpump,gravity,vwc,user-group,never pay,pay per bucket,salty,unknown,insufficient,enough,shallow well,rainwater harvesting,surface,improved spring,improved spring
1830,171.8,2013-12-06,Government,732,CES,33.12898203272984,-10.306517090181504,Kwa Mzee,9,Lake Tanganyika,A,Arusha,23,2,Ilala,Kijitonyama,366,False,GeoData Consultants Ltd,vwc,unknown,True,0,motorpump,motorpump,motorpump,vwc,user-group,other,pay per bucket,soft,unknown,dry,seasonal,shallow well,spring,unknown,hand pump,hand pump
1831,583.0,2012-09-26,Private,1443,WE,33.11820689124884,-2.8399995244702794,Kwa Mzee,5,Pangani,A,Kilimanjaro,19,9,Kinondoni,Kijitonyama,284,True,GeoData Consultants Ltd,water board,Scheme A,True,1980,submersible,rope pump,rope pump,user-group,commercial,other,never pay,soft,bad,enough,enough,borehole,shallow well,unknown,hand pump,hand pump
1832,83.2,2012-08-14,Private,0,CES,34.624606821682555,-3.493156560370956,Kwa Hassan,4,Pangani,C,Morogoro,23,1,Kinondoni,Moshono,327,True,GeoData Consultants Ltd,private operator,unknown,True,2010,gravity,handpump,gravity,vwc,user-group,never pay,other,fluoride,good,insufficient,seasonal,shallow well,borehole,groundwater,dam,hand pump
1833,255.3,2012-07-17,World Bank,986,DWE,32.61169842248668,-10.99669417451165,Kwa Hassan,2,Lake Nyasa,C,Mwanza,7,3,Hai,Kilimanjaro Central,425,False,GeoData Consultants Ltd,private operator,unknown,False,2000,motorpump,motorpump,handpump,water board,unknown,never pay,other,fluoride,good,enough,seasonal,borehole,spring,unknown,communal standpipe,dam
1834,335.1,2013-01-23,World Bank,0,unknown,39.10211903031872,-5.65871322427925,Kwa Hassan,1,Wami/Ruvu,C,Dar es Salaam,17,8,Moshi,Moshono,247,True,GeoData Consultants Ltd,user-group,Scheme B,False,2010,motorpump,handpump,gravity,water board,user-group,monthly,never pay,fluoride,unknown,dry,dry,spring,rainwater harvesting,unknown,hand pump,dam
1835,102.9,2011-09-17,Private,513,WE,30.442290326058313,-11.18992977742281,Kwa Mama,2,Wami/Ruvu,D,Morogoro,19,8,Moshi,Machame Uroki,0,True,GeoData Consultants Ltd,vwc,Scheme B,False,0,rope pump,gravity,motorpump,water board,unknown,pay per bucket,never pay,soft,good,dry,seasonal,shallow well,rainwater harvesting,groundwater,hand pump,communal standpipe
1836,152.6,2013-04-09,Government,1137,CES,29.967014622736173,-4.563768511056648,Kwa Hassan,8,Lake Victoria,C,Dar es Salaam,2,9,Ilala,Moshono,0,True,GeoData Consultants Ltd,user-group,unknown,True,2000,rope pump,rope pump,rope pump,vwc,commercial,other,other,unknown,bad,seasonal,dry,rainwater harvesting,shallow well,unknown,hand pump,communal standpipe
1837,983.8,2013-01-18,unknown,1044,DWE,32.20136840429693,-3.7423113037306805,Kwa Mama,2,Pangani,B,Dar es Salaam,29,2,Arusha DC,Kijitonyama,301,True,GeoData Consultants Ltd,vwc,unknown,False,2010,handpump,rope pump,submersible,vwc,user-group,never pay,monthly,fluoride,good,insufficient,enough,spring,spring,surface,dam,communal standpipe
1838,185.1,2011-12-03,unknown,741,DWE,30.13095321617024,-7.333885958827379,Kwa Hassan,8,Ruvuma,D,Morogoro,19,1,Kinondoni,Machame Uroki,144,True,GeoData Consultants Ltd,private operator,Scheme A,True,2000,submersible,motorpump,gravity,user-group,commercial,never pay,pay per bucket,milky,bad,seasonal,enough,borehole,rainwater harvesting,groundwater,dam,dam
1839,306.0,2013-01-18,Government,1185,unknown,36.95257320603744,-3.1298577772167775,unknown,8,Wami/Ruvu,C,Dodoma,11,8,Arusha DC,Sinza,422,False,GeoData Consultants Ltd,vwc,unknown,True,2010,gravity,motorpump,motorpump,user-group,user-group,pay per bucket,other,unknown,unknown,dry,seasonal,shallow well,borehole,surface,improved spring,improved spring
1840,270.4,2011-02-11,World Bank,0,CES,29.51057919099691,-11.97200264235969,Kwa Mama,8,Lake Victoria,A,Dodoma,22,2,Arusha DC,Kijitonyama,137,False,GeoData Consultants Ltd,user-group,Scheme B,False,0,motorpump,handpump,rope pump,vwc,unknown,monthly,other,unknown,unknown,dry,insufficient,shallow well,spring,surface,dam,improved spring
1841,1100.5,2012-01-03,Germany,278,unknown,34.068839971434365,-7.386928566778153,Kwa Hassan,4,Lake Tanganyika,A,Kilimanjaro,11,5,Moshi,Sinza,0,True,GeoData Consultants Ltd,private operator,Scheme B,False,2010,gravity,motorpump,motorpump,private operator,unknown,never pay,other,unknown,bad,enough,insufficient,borehole,borehole,surface,hand pump,hand pump
1842,282.9,2012-08-21,Government,1398,DWE,29.303308521814376,-8.273853325839081,Kwa Mama,2,Wami/Ruvu,D,Arusha,7,1,Moshi,Machame Uroki,341,True,GeoData Consultants Ltd,water board,unknown,True,1990,rope pump,rope pump,rope pump,vwc,unknown,never pay,monthly,fluoride,unknown,insufficient,insufficient,shallow well,rainwater harvesting,groundwater,communal standpipe,hand pump
1843,49.5,2013-02-12,unknown,714,WE,36.68369689903269,-2.504303923411509,Kwa Mzee,7,Wami/Ruvu,D,Morogoro,26,9,Hai,Machame Uroki,256,True,GeoData Consultants Ltd,water board,Scheme B,False,1980,motorpump,rope pump,handpump,private operator,unknown,monthly,other,milky,unknown,dry,insufficient,rainwater harvesting,shallow well,unknown,communal standpipe,dam
1844,145.1,2011-10-20,Germany,784,WE,39.77656278239869,-5.993501069010511,Kwa Mzee,1,Lake Tanganyika,B,Dodoma,8,5,Hai,Kijitonyama,0,True,GeoData Consultants Ltd,user-group,Scheme B,False,2010,motorpump,handpump,rope pump,user-group,user-group,other,pay per bucket,unknown,good,insufficient,insufficient,spring,rainwater harvesting,unknown,hand pump,hand pump
1845,720.0,2012-03-17,Private,1495,CES,37.41366164424159,-3.241070497595537,Kwa Hassan,7,Lake Nyasa,B,Dar es Salaam,24,7,Moshi,Sinza,29,False,GeoData Consultants Ltd,vwc,Scheme A,False,1980,rope pump,handpump,motorpump,water board,user-group,other,monthly,milky,bad,enough,enough,shallow well,rainwater harvesting,unknown,communal standpipe,dam
1846,42.0,2012-06-08,Government,833,unknown,32.275981291490076,-0.17600097040753404,Kwa Mzee,2,Ruvuma,D,Mwanza,17,7,Temeke,Moshono,25,False,GeoData Consultants Ltd,user-group,unknown,True,2010,gravity,handpump,handpump,water board,commercial,pay per bucket,monthly,soft,bad,enough,enough,shallow well,shallow well,surface,hand pump,improved spring
1847,278.6,2013-06-04,Germany,1469,WE,35.18661153775825,-6.044911540543115,unknown,6,Lake Victoria,B,Dar es Salaam,6,1,Kinondoni,Sinza,388,True,GeoData Consultants Ltd,water board,Scheme B,False,1990,motorpump,handpump,submersible,water board,commercial,pay per bucket,other,salty,bad,seasonal,seasonal,rainwater harvesting,rainwater harvesting,groundwater,improved spring,dam
1848,264.6,2013-01-25,Private,320,unknown,31.04551858259345,-5.611527522589351,Kwa Mzee,8,Pangani,A,Dodoma,26,1,Temeke,Machame Uroki,161,False,GeoData Consultants Ltd,water board,Scheme A,True,2010,handpump,handpump,handpump,water board,unknown,other,monthly,unknown,unknown,seasonal,seasonal,shallow well,shallow well,surface,hand pump,dam
1849,144.7,2012-06-16,Government,396,CES,34.649229226778964,-10.647441204539248,Kwa Mzee,3,Ruvuma,D,Morogoro,11,6,Ilala,Kijitonyama,308,True,GeoData Consultants Ltd,private operator,unknown,True,2000,rope pump,rope pump,rope pump,private operator,user-group,never pay,monthly,salty,good,enough,insufficient,borehole,spring,groundwater,dam,dam
1850,432.8,2012-07-05,Private,721,WE,36.7289496055537,-11.612131083948942,unknown,4,Wami/Ruvu,B,Morogoro,2,5,Arusha DC,Sinza,166,False,GeoData Consultants Ltd,user-group,unknown,True,1990,submersible,rope pump,motorpump,private operator,user-group,pay per bucket,never pay,unknown,good,seasonal,dry,shallow well,spring,groundwater,hand pump,improved spring
1851,257.3,2012-10-17,Germany,1936,WE,33.811246939714565,-11.343553306478032,Kwa Mama,4,Lake Nyasa,A,Arusha,2,2,Kinondoni,Kilimanjaro Central,0,True,GeoData Consultants Ltd,user-group,Scheme B,False,2000,rope pump,handpump,rope pump,user-group,unknown,monthly,monthly,milky,unknown,insufficient,dry,spring,shallow well,groundwater,dam,communal standpipe
1852,558.3,2013-11-26,Germany,1728,unknown,31.267775355609047,-8.658676116642685,unknown,7,Ruvuma,B,Kilimanjaro,10,8,Arusha DC,Sinza,0,False,GeoData Consultants Ltd,vwc,unknown,False,2010,handpump,gravity,gravity,user-group,commercial,monthly,monthly,milky,good,enough,dry,spring,rainwater harvesting,groundwater,dam,dam
1853,16.5,2013-08-05,World Bank,1862,WE,35.66672524464475,-10.10452819477902,unknown,9,Pangani,B,Dar es Salaam,22,5,Ilala,Kilimanjaro Central,37,True,GeoData Consultants Ltd,user-group,Scheme B,False,1980,rope pump,motorpump,handpump,user-group,user-group,pay per bucket,never pay,fluoride,unknown,insufficient,enough,shallow well,spring,unknown,hand pump,hand pump
1854,275.5,2012-01-26,unknown,0,DWE,39.30289045651598,-8.371275169227813,unknown,9,Wami/Ruvu,D,Dodoma,3,1,Moshi,Moshono,43,True,GeoData Consultants Ltd,private operator,Scheme A,True,1980,gravity,rope pump,submersible,user-group,unknown,other,other,milky,bad,enough,seasonal,shallow well,rainwater harvesting,groundwater,communal standpipe,improved spring
1855,59.9,2011-06-12,unknown,1304,unknown,30.407888493685633,-0.35769254269761674,Kwa Hassan,6,Lake Tanganyika,B,Dodoma,4,2,Moshi,Kilimanjaro Central,424,False,GeoData Consultants Ltd,water board,unknown,True,0,rope pump,submersible,gravity,vwc,user-group,pay per bucket,never pay,fluoride,unknown,dry,dry,shallow well,borehole,unknown,hand pump,dam
1856,473.3,2012-06-06,Government,953,unknown,32.34125982685399,-2.6258527265986054,Kwa Mzee,1,Ruvuma,D,Dodoma,26,6,Ilala,Kilimanjaro Central,27,True,GeoData Consultants Ltd,private operator,Scheme A,False,0,handpump,handpump,handpump,private operator,user-group,other,pay per bucket,soft,unknown,insufficient,dry,shallow well,shallow well,unknown,hand pump,dam
1857,1432.7,2011-09-08,Germany,1018,WE,32.388136611635616,-4.660457538443138,Kwa Mama,2,Wami/Ruvu,A,Mwanza,8,2,Hai,Machame Uroki,30,True,GeoData Consultants Ltd,vwc,Scheme A,False,1980,rope pump,submersible,gravity,user-group,user-group,other,pay per bucket,fluoride,bad,dry,seasonal,shallow well,rainwater harvesting,surface,dam,dam
1858,319.6,2011-04-24,Government,197,CES,34.39797805517081,-2.7198433713735444,unknown,0,Ruvuma,D,Morogoro,27,9,Temeke,Kijitonyama,202,False,GeoData Consultants Ltd,user-group,Scheme B,True,0,motorpump,motorpump,handpump,water board,commercial,never pay,other,milky,unknown,dry,seasonal,shallow well,shallow well,groundwater,communal standpipe,hand pump
1859,194.2,2013-07-02,Germany,1066,WE,33.61006269218717,-7.363644473812755,Kwa Mzee,5,Lake Nyasa,C,Kilimanjaro,8,8,Ilala,Kijitonyama,26,False,GeoData Consultants Ltd,private operator,unknown,False,0,submersible,submersible,motorpump,user-group,unknown,monthly,pay per bucket,salty,bad,enough,enough,rainwater harvesting,rainwater harvesting,surface,dam,dam
1860,526.6,2013-12-15,Germany,388,DWE,33.781649790400046,-0.45572547312085554,Kwa Hassan,7,Lake Nyasa,C,Arusha,22,9,Temeke,Machame Uroki,488,False,GeoData Consultants Ltd,water board,Scheme B,True,0,rope pump,gravity,rope pump,water board,commercial,monthly,pay per bucket,milky,bad,seasonal,insufficient,spring,shallow well,surface,dam,hand pump
1861,110.8,2012-09-21,Germany,1587,unknown,39.42468873846444,-11.648210285246616,Kwa Mama,1,Lake Nyasa,C,Kilimanjaro,14,4,Hai,Machame Uroki,435,True,GeoData Consultants Ltd,water board,Scheme A,False,0,submersible,gravity,gravity,vwc,unknown,monthly,monthly,unknown,bad,dry,dry,spring,shallow well,unknown,dam,dam
1862,68.1,2012-02-14,Government,1693,unknown,32.61245887964265,-9.498429623895973,Kwa Mzee,0,Ruvuma,A,Arusha,8,1,Kinondoni,Kilimanjaro Central,458,True,GeoData Consultants Ltd,private operator,Scheme A,True,1990,gravity,gravity,motorpump,water board,commercial,pay per bucket,never pay,soft,good,seasonal,dry,spring,shallow well,groundwater,communal standpipe,hand pump
1863,162.8,2011-02-05,World Bank,1054,unknown,39.063899906327215,-6.432311792200746,Kwa Mzee,2,Ruvuma,C,Mwanza,1,3,Ilala,Machame Uroki,330,True,GeoData Consultants Ltd,private operator,Scheme B,False,2010,submersible,submersible,submersible,water board,unknown,monthly,monthly,milky,unknown,dry,dry,shallow well,borehole,surface,communal standpipe,hand pump
1864,2.6,2013-09-16,Private,512,WE,31.30783861092762,-0.9148271794942495,Kwa Mama,8,Wami/Ruvu,C,Dodoma,17,1,Kinondoni,Sinza,0,True,GeoData Consultants Ltd,user-group,Scheme A,True,2010,handpump,handpump,motorpump,user-group,commercial,never pay,other,soft,bad,enough,seasonal,borehole,spring,groundwater,improved spring,dam
1865,1666.3,2011-06-12,World Bank,0,unknown,38.834331267547185,-8.400231108078327,unknown,7,Lake Nyasa,C,Morogoro,21,6,Arusha DC,Sinza,422,False,GeoData Consultants Ltd,water board,Scheme B,False,2000,gravity,handpump,gravity,water board,unknown,pay per bucket,pay per bucket,unknown,good,seasonal,seasonal,borehole,shallow well,surface,communal standpipe,hand pump
1866,30.5,2011-06-23,World Bank,410,WE,30.50511830443304,-6.103679661500783,Kwa Mama,4,Lake Nyasa,C,Dodoma,11,8,Ilala,Sinza,239,False,GeoData Consultants Ltd,user-group,Scheme A,False,1990,submersible,submersible,submersible,user-group,commercial,pay per bucket,never pay,salty,bad,insufficient,dry,shallow well,spring,unknown,communal standpipe,communal standpipe
1867,38.5,2013-03-03,World Bank,144,DWE,35.98708677621385,-1.7854831649129164,Kwa Mzee,9,Wami/Ruvu,A,Arusha,17,6,Moshi,Moshono,156,False,GeoData Consultants Ltd,private operator,Scheme B,False,2000,gravity,motorpump,submersible,water board,unknown,other,other,salty,unknown,insufficient,dry,shallow well,rainwater harvesting,groundwater,hand pump,improved spring
1868,197.5,2012-09-06,Private,945,CES,35.68614867312609,-8.034815588774265,Kwa Hassan,7,Lake Nyasa,D,Morogoro,17,3,Kinondoni,Sinza,186,True,GeoData Consultants Ltd,private operator,Scheme A,False,0,gravity,gravity,handpump,vwc,user-group,never pay,monthly,soft,unknown,enough,seasonal,borehole,shallow well,surface,communal standpipe,hand pump
1869,906.6,2013-04-12,Government,1777,CES,31.639583287212364,-10.604590635690792,Kwa Hassan,8,Pangani,C,Dodoma,15,9,Moshi,Kilimanjaro Central,243,False,GeoData Consultants Ltd,private operator,unknown,True,1990,gravity,gravity,motorpump,user-group,user-group,monthly,never pay,unknown,good,enough,insufficient,shallow well,shallow well,unknown,improved spring,dam
1870,246.9,2012-01-25,Private,1598,CES,34.418589872133495,-8.414329966139933,Kwa Mzee,4,Lake Victoria,D,Arusha,18,1,Kinondoni,Kilimanjaro Central,0,False,GeoData Consultants Ltd,private operator,Scheme B,True,2000,gravity,handpump,rope pump,water board,user-group,never pay,pay per bucket,fluoride,unknown,dry,seasonal,spring,spring,groundwater,hand pump,hand pump
1871,34.0,2013-10-19,Germany,753,DWE,31.6711265886672,-6.63603691785154,Kwa Mama,2,Lake Nyasa,C,Arusha,25,5,Moshi,Kijitonyama,452,False,GeoData Consultants Ltd,vwc,Scheme A,True,0,handpump,handpump,rope pump,vwc,unknown,pay per bucket,other,salty,bad,insufficient,seasonal,spring,shallow well,unknown,dam,communal standpipe
1872,41.4,2012-10-22,unknown,1896,DWE,38.835566438432394,-8.349278421569306,Kwa Hassan,9,Ruvuma,C,Dar es Salaam,12,8,Arusha DC,Moshono,60,True,GeoData Consultants Ltd,water board,unknown,False,0,handpump,gravity,gravity,private operator,unknown,pay per bucket,pay per bucket,salty,good,enough,insufficient,spring,borehole,groundwater,communal standpipe,dam
1873,47.8,2011-10-03,Germany,431,DWE,37.96746729538176,-10.911031786829719,unknown,9,Lake Tanganyika,D,Arusha,5,2,Kinondoni,Machame Uroki,466,False,GeoData Consultants Ltd,vwc,unknown,True,1990,rope pump,motorpump,handpump,private operator,user-group,monthly,other,milky,bad,dry,seasonal,rainwater harvesting,shallow well,unknown,communal standpipe,hand pump
1874,146.5,2011-07-26,World Bank,561,DWE,33.43778398417249,-7.271174200935175,unknown,5,Lake Tanganyika,D,Mwanza,6,2,Kinondoni,Moshono,190,False,GeoData Consultants Ltd,user-group,Scheme B,True,0,handpump,handpump,rope pump,water board,unknown,never pay,other,unknown,unknown,seasonal,dry,spring,spring,groundwater,communal standpipe,improved spring
1875,438.1,2012-01-25,Germany,1241,unknown,29.22118780941387,-4.231865450393664,Kwa Mzee,3,Lake Victoria,B,Mwanza,2,7,Kinondoni,Kijitonyama,54,False,GeoData Consultants Ltd,vwc,unknown,False,2010,motorpump,handpump,submersible,user-group,commercial,never pay,never pay,milky,good,dry,enough,rainwater harvesting,rainwater harvesting,surface,dam,communal standpipe
1876,269.3,2011-12-05,unknown,1779,unknown,32.290266834786166,-7.074482921443067,Kwa Mzee,7,Pangani,B,Dodoma,3,3,Arusha DC,Kilimanjaro Central,310,False,GeoData Consultants Ltd,private operator,unknown,True,1990,motorpump,rope pump,rope pump,private operator,unknown,monthly,never pay,unknown,bad,enough,dry,spring,rainwater harvesting,unknown,communal standpipe,improved spring
1877,471.2,2013-10-10,Germany,1580,unknown,30.318711739078523,-1.0050137069486578,unknown,8,Lake Tanganyika,A,Arusha,6,4,Temeke,Moshono,19,False,GeoData Consultants Ltd,user-group,unknown,False,2010,rope pump,handpump,gravity,private operator,unknown,pay per bucket,pay per bucket,soft,unknown,insufficient,insufficient,spring,rainwater harvesting,groundwater,communal standpipe,hand pump
1878,386.5,2013-07-10,Germany,1858,unknown,39.48264556893521,-5.802112138206727,Kwa Hassan,6,Lake Nyasa,D,Kilimanjaro,2,4,Ilala,Moshono,137,True,GeoData Consultants Ltd,water board,Scheme A,True,1990,gravity,submersible,submersible,user-group,unknown,other,pay per bucket,unknown,unknown,seasonal,insufficient,rainwater harvesting,borehole,groundwater,communal standpipe,improved spring
1879,97.5,2013-09-06,World Bank,555,WE,30.933402530755984,-7.7146938780365435,Kwa Mzee,4,Lake Nyasa,D,Arusha,24,4,Temeke,Kijitonyama,483,False,GeoData Consultants Ltd,user-group,Scheme A,True,1990,submersible,handpump,motorpump,water board,commercial,other,other,unknown,bad,enough,dry,shallow well,shallow well,unknown,dam,dam
1880,280.2,2013-09-04,Private,1748,CES,37.98449640733823,-0.13783053973746462,Kwa Mama,3,Pangani,D,Arusha,8,2,Arusha DC,Kijitonyama,165,True,GeoData Consultants Ltd,water board,Scheme A,True,2000,gravity,handpump,gravity,user-group,unknown,monthly,other,milky,unknown,insufficient,insufficient,shallow well,borehole,unknown,dam,dam
1881,194.5,2011-01-19,unknown,493,CES,36.50304622445063,-11.899763702620426,Kwa Hassan,4,Pangani,C,Arusha,7,5,Moshi,Kijitonyama,0,False,GeoData Consultants Ltd,private operator,Scheme A,False,1980,motorpump,motorpump,rope pump,user-group,user-group,monthly,never pay,fluoride,good,insufficient,insufficient,shallow well,shallow well,groundwater,improved spring,dam
1882,98.3,2011-11-17,Government,1539,unknown,31.37306961461941,-9.357611502282584,Kwa Hassan,6,Lake Nyasa,B,Dodoma,12,8,Ilala,Kijitonyama,0,False,GeoData Consultants Ltd,water board,Scheme A,False,0,handpump,handpump,motorpump,water board,commercial,never pay,never pay,soft,bad,insufficient,insufficient,spring,shallow well,unknown,improved spring,dam
